vehicle_id,time_id,location_id,acceleration,gyroscope,speed,vibration,event_type,severity
V118,1,1,0.5250037815963264,0.32577668371580004,34.2155697196722,0.22379002363125705,normal,low
V126,2,2,0.3702009593587009,0.3420756707342873,43.78570940345526,0.1044183833465413,normal,low
V111,3,3,-0.5863742278910127,0.3977687888185635,16.189218424260616,0.01987478406967729,normal,low
V149,4,4,-8.406545969762265,-0.13899552797658404,48.160944199189544,0.6033661216319918,harsh_brake,medium
V140,5,5,-15.091456818819992,2.59889062796777,65.95341249136254,5.9009331715474795,crash,high
V127,6,6,-3.89824834361696,0.2002435111957115,46.36304872110486,0.24068437598834935,normal,low
V140,7,7,-0.21298942696189951,0.44156692461999464,35.36024868488312,0.3580328280456412,normal,low
V146,8,8,-8.455735996141975,-0.48144323483589496,44.510605446994305,0.4816103410271408,harsh_brake,medium
V147,9,9,1.4875690984823344,0.31319509552742325,82.44011780247092,0.07473714400930506,normal,low
V129,10,10,1.4107893129490323,-0.2695351121222376,36.85002572834492,0.3132115002709312,normal,low
V103,11,11,-10.236863036296208,3.324144752647467,63.148084103595465,4.358800542515682,crash,high
V149,12,12,-0.7945424920940645,-0.09534360628336196,53.30432778224349,0.23432202887285583,normal,low
V109,13,13,-0.05321581368248431,-0.521613008062886,54.38678987324238,0.23843190710787335,normal,low
V149,14,14,-1.5592075345536311,-0.4125291312956028,81.92234992980957,0.2587184119575148,normal,low
V115,15,15,0.47975713706037126,-0.18274225520363152,31.353547237813473,0.26083290962162703,normal,low
V105,16,16,-6.7282985402008615,0.3289914117893769,57.84812436904758,0.6450511948570475,harsh_brake,medium
V131,17,17,2.398835872930422,0.362151896776127,18.18361734971404,0.2069328415990583,normal,low
V138,18,18,-0.3128494349031018,0.3808874059247307,71.84481302276254,0.2067300898230406,normal,low
V129,19,19,0.17562140492345096,0.6522254782120038,27.29833355173469,0.2955756127639667,normal,low
V100,20,20,-12.595836010003168,4.795322845539199,76.56800767639652,5.925312704638832,crash,high
V132,21,21,-7.187837143408273,0.0534953375469774,38.90649426728487,1.341253875767277,harsh_brake,medium
V123,22,22,1.1928087353555743,-0.20073704680971996,84.37655672430992,0.00124260916795848,normal,low
V126,23,23,-0.33130961920137836,0.7206373428376849,32.79546808451414,0.1812499606204856,normal,low
V133,24,24,-13.010393513650117,-1.0280793999647826,92.80615055700764,4.021157292257282,crash,high
V141,25,25,1.7552812831914504,0.2513213078533784,20.768305622041225,0.07703603016054955,normal,low
V129,26,26,-4.348472806400291,-0.3011019795706796,73.31279339268804,0.01855748378212612,normal,low
V129,27,27,1.5625656016318132,0.03926464644722589,12.231886368244886,0.04577198389722597,normal,low
V123,28,28,2.5227311737206812,0.6212020344083591,29.48546005412936,0.02118333128310176,normal,low
V106,29,29,0.01902273689900215,-0.7456208959848345,74.96016619727015,0.05596883462653412,normal,low
V122,30,30,-0.30642779499638356,-0.196571432390352,68.80013274028897,0.27496318680694115,normal,low
V122,31,31,-13.37779753740161,-2.4564499211817816,88.56408378574997,8.633175059197324,crash,high
V101,32,32,-7.939232449138872,-0.1672758801640484,44.1146375099197,1.3267767360717442,harsh_brake,medium
V120,33,33,0.613720389795469,0.07573671881503298,17.481291331350803,0.06777203881932195,normal,low
V103,34,34,-1.0750075395143075,-0.16703613024653657,39.98492497950792,0.03203256296799625,normal,low
V102,35,35,0.9001696457348358,0.3192887036384283,55.8357210829854,0.06793348871072857,normal,low
V147,36,36,-1.3159270537530157,-0.9418322930645704,46.01315760985017,0.19970703145182217,normal,low
V122,37,37,-0.4632326805412166,-0.2492490738223588,76.0734280385077,0.07984391299392837,normal,low
V138,38,38,0.5942243705030784,-0.2752720791421601,89.40646370872855,0.13163284495848998,normal,low
V143,39,39,-0.3762534365143195,0.20213884158836817,69.47610234841704,0.07293544997760043,normal,low
V119,40,40,-1.513286212215928,-0.4446837347052859,39.49454614892602,0.5049200418435834,normal,low
V143,41,41,-0.3879308219306808,-0.03927204924349968,38.95870236679912,0.00860282621953029,normal,low
V119,42,42,1.0525111156263252,-0.2523184334864995,53.56500048190355,0.15217283267332204,normal,low
V141,43,43,0.18726120598702797,-0.5875967824720877,78.5883535631001,0.36732367080283734,normal,low
V115,44,44,-2.559516549395284,-0.457337260574164,47.12001573294401,0.15821253176935587,normal,low
V116,45,45,0.10160288249315975,-0.5402763080593634,75.68609967827797,0.04872699907932409,normal,low
V133,46,46,0.8026387744508097,0.29588979007691524,70.03266612067819,0.191913432774466,normal,low
V139,47,47,1.005429364765002,0.07285533294060481,85.04403157159686,0.2138732842849806,normal,low
V148,48,48,-0.5784025340106543,0.33301849204102907,45.795734878629446,0.5242680899713945,normal,low
V143,49,49,0.04142885228654076,0.05133714533200854,38.975465316325426,0.5725151589735902,normal,low
V143,50,50,-9.19276351906315,-0.4381468869467337,25.23759458214045,1.236877063602754,harsh_brake,medium
V145,51,51,-1.0353953445702224,0.2462726530202488,83.06988753378391,0.02963637426308821,normal,low
V103,52,52,0.3269768987433001,0.34287994932012755,83.33561278879642,0.34199699740323525,normal,low
V114,53,53,1.0393520662439233,0.4511427530306626,45.31273910775781,0.07581956023003422,normal,low
V142,54,54,0.4170631273427504,0.4907161766348713,55.389482881873846,0.33392393114298635,normal,low
V135,55,55,-1.20252889454034,-0.23487122782812783,29.37170248478651,0.17873496778487444,normal,low
V120,56,56,1.2952851096402105,0.7129881226140844,42.720439210534096,0.5564065779794249,normal,low
